769	7	1
768	7	1
772	7	1
771	7	1
770	7	1
770	8	1
771	8	1
772	8	1
769	8	1
768	8	1
768	9	1
770	9	1
771	9	1
772	9	1
769	9	1
771	10	1
770	10	1
772	10	1
768	10	1
769	10	1
772	11	1
769	11	1
768	11	1
770	11	1
771	11	1
656	109	1
657	109	1
658	109	1
659	109	1
656	110	1
657	110	1
659	110	1
658	110	1
657	111	1
656	111	1
659	111	1
658	111	1
657	112	1
656	112	1
658	112	1
659	112	1
781	128	1
779	128	1
782	128	1
783	128	1
784	128	1
780	128	1
784	129	1
783	129	1
782	129	1
781	129	1
780	129	1
779	129	1
781	130	1
782	130	1
783	130	1
784	130	1
780	130	1
779	130	1
781	131	1
782	131	1
783	131	1
779	131	1
784	131	1
780	131	1
782	132	1
784	132	1
783	132	1
779	132	1
780	132	1
781	132	1
399	166	1
400	166	1
401	166	1
401	167	1
400	167	1
399	167	1
400	168	1
399	168	1
401	168	1
1019	172	1
1020	172	1
1021	172	1
1023	172	1
1022	172	1
1020	173	1
1022	173	1
1023	173	1
1021	173	1
1019	173	1
1020	174	1
1019	174	1
1022	174	1
1023	174	1
1021	174	1
1019	175	1
1021	175	1
1022	175	1
1023	175	1
1020	175	1
1020	176	1
1021	176	1
1022	176	1
1019	176	1
1023	176	1
213	177	1
211	177	1
212	177	1
214	177	1
210	177	1
212	178	1
213	178	1
210	178	1
211	178	1
214	178	1
213	179	1
211	179	1
212	179	1
214	179	1
210	179	1
213	180	1
210	180	1
214	180	1
211	180	1
212	180	1
211	181	1
210	181	1
212	181	1
213	181	1
214	181	1
1125	212	1
1129	212	1
1127	212	1
1126	212	1
1128	212	1
1127	213	1
1126	213	1
1129	213	1
1125	213	1
1128	213	1
1127	214	1
1128	214	1
1129	214	1
1126	214	1
1125	214	1
1125	215	1
1129	215	1
1126	215	1
1127	215	1
1128	215	1
67	256	1
72	256	1
71	256	1
70	256	1
69	256	1
68	256	1
74	256	1
73	256	1
72	257	1
73	257	1
71	257	1
70	257	1
69	257	1
68	257	1
67	257	1
74	257	1
72	258	1
71	258	1
69	258	1
70	258	1
68	258	1
73	258	1
74	258	1
67	258	1
74	259	1
73	259	1
72	259	1
71	259	1
68	259	1
70	259	1
69	259	1
67	259	1
73	260	1
72	260	1
71	260	1
70	260	1
69	260	1
68	260	1
67	260	1
74	260	1
67	261	1
68	261	1
69	261	1
70	261	1
71	261	1
72	261	1
73	261	1
74	261	1
1812	9	2
1813	9	2
1814	9	2
1815	9	2
1816	9	2
1817	9	2
1818	9	2
1819	9	2
1820	9	2
1812	10	2
1813	10	2
1814	10	2
1815	10	2
1816	10	2
1817	10	2
1818	10	2
1819	10	2
1820	10	2
1812	11	2
1813	11	2
1814	11	2
1815	11	2
1816	11	2
1817	11	2
1818	11	2
1819	11	2
1820	11	2
1812	12	2
1813	12	2
1814	12	2
1815	12	2
1816	12	2
1817	12	2
1818	12	2
1819	12	2
1820	12	2
760	16	2
759	16	2
759	17	2
760	17	2
550	23	2
551	23	2
550	24	2
551	24	2
546	42	2
545	42	2
546	43	2
545	43	2
706	77	2
705	77	2
704	77	2
706	78	2
705	78	2
704	78	2
704	79	2
706	79	2
705	79	2
817	106	2
816	106	2
818	106	2
819	106	2
650	106	2
651	106	2
649	106	2
649	107	2
817	107	2
650	107	2
816	107	2
818	107	2
819	107	2
651	107	2
650	108	2
651	108	2
819	108	2
817	108	2
816	108	2
818	108	2
649	108	2
816	109	2
817	109	2
819	109	2
818	109	2
463	183	2
462	183	2
464	183	2
462	184	2
463	184	2
464	184	2
464	185	2
462	185	2
463	185	2
356	189	2
355	189	2
355	190	2
356	190	2
355	191	2
356	191	2
248	204	2
247	204	2
247	205	2
248	205	2
356	205	2
355	205	2
356	206	2
247	206	2
248	206	2
355	206	2
355	207	2
356	207	2
248	207	2
247	207	2
334	215	2
335	215	2
333	215	2
333	216	2
335	216	2
334	216	2
1010	273	2
1009	273	2
1009	274	2
1010	274	2
1329	275	2
1328	275	2
1327	275	2
1326	275	2
1325	275	2
1325	276	2
1326	276	2
1327	276	2
1328	276	2
1329	276	2
1326	277	2
1327	277	2
1328	277	2
1329	277	2
1325	277	2
1325	278	2
1326	278	2
1327	278	2
1328	278	2
1329	278	2
1326	279	2
1327	279	2
1329	279	2
1328	279	2
1325	279	2
79	294	2
81	294	2
80	294	2
82	294	2
82	295	2
79	295	2
80	295	2
81	295	2
79	296	2
80	296	2
81	296	2
82	296	2
79	297	2
80	297	2
81	297	2
82	297	2
196	298	2
195	298	2
196	299	2
195	299	2
195	300	2
196	300	2
1197	303	2
1198	303	2
1199	303	2
1198	304	2
1199	304	2
1197	304	2
1197	305	2
1198	305	2
1199	305	2
1219	310	2
1217	310	2
1218	310	2
1219	311	2
1218	311	2
1217	311	2
1218	312	2
1217	312	2
1219	312	2
169	320	2
168	320	2
169	321	2
168	321	2
279	162	3
278	163	3
279	163	3
280	163	3
277	163	3
276	164	3
277	164	3
278	164	3
279	164	3
280	164	3
281	164	3
275	165	3
276	165	3
277	165	3
278	165	3
279	165	3
280	165	3
281	165	3
274	165	3
272	166	3
273	166	3
274	166	3
275	166	3
276	166	3
277	166	3
278	166	3
279	166	3
280	166	3
281	166	3
282	166	3
271	167	3
272	167	3
273	167	3
274	167	3
275	167	3
276	167	3
277	167	3
278	167	3
279	167	3
280	167	3
281	167	3
282	167	3
272	168	3
273	168	3
274	168	3
275	168	3
276	168	3
277	168	3
278	168	3
279	168	3
280	168	3
281	168	3
282	168	3
283	168	3
273	169	3
274	169	3
275	169	3
276	169	3
277	169	3
278	169	3
279	169	3
280	169	3
281	169	3
282	169	3
283	169	3
